Date,Open,High,Low,Close,Adj Close,Volume
2001-04-12,96.400002,97.500000,95.150002,96.199997,64.489174,9390100
2001-04-16,96.199997,99.889999,95.199997,96.750000,64.857903,9188500
2001-04-17,97.000000,99.879997,97.000000,99.699997,66.835449,9957300
2001-04-18,103.000000,110.000000,102.300003,106.500000,71.393967,19814300
2001-04-19,112.000000,115.900002,110.449997,114.470001,76.736748,25822400
2001-04-20,114.349998,116.400002,113.750000,114.830002,76.978096,12759100
2001-04-23,114.010002,114.050003,111.680000,112.000000,75.080986,8537500
2001-04-24,113.400002,114.750000,112.300003,112.669998,75.530128,8742000
2001-04-25,112.000000,114.849998,111.989998,114.849998,76.991516,6858500
2001-04-26,114.949997,116.699997,113.680000,113.739998,76.247398,7346100
2001-04-27,116.800003,116.900002,114.550003,116.199997,77.896484,7390600
2001-04-30,116.400002,118.050003,114.720001,115.139999,77.185928,7357200
2001-05-01,115.849998,118.650002,114.900002,118.510002,79.445045,7790800
2001-05-02,118.300003,118.949997,113.739998,115.400002,77.360199,9706200
2001-05-03,114.599998,115.099998,112.349998,113.699997,76.220604,6578000
2001-05-04,112.000000,115.860001,111.199997,115.860001,77.668556,8681400
2001-05-07,116.199997,117.250000,115.000000,115.900002,77.695358,6088600
2001-05-08,117.250000,117.750000,115.500000,117.699997,78.997482,7605800
2001-05-09,116.199997,118.180000,115.300003,116.980003,78.514229,7680200
2001-05-10,118.500000,118.900002,115.199997,115.199997,77.319504,7993900
2001-05-11,113.750000,114.150002,110.959999,111.809998,75.044258,8390200
2001-05-14,111.199997,113.180000,111.000000,112.559998,75.547615,5254800
2001-05-15,113.500000,114.150002,112.500000,113.580002,76.232231,5873400
2001-05-16,112.500000,115.800003,112.199997,115.800003,77.722237,7796700
2001-05-17,115.800003,117.089996,115.050003,115.070000,77.232254,6887700
2001-05-18,115.070000,117.680000,114.900002,117.440002,78.822975,6714900
2001-05-21,117.949997,119.900002,117.550003,119.040001,79.896866,8409400
2001-05-22,119.699997,119.699997,117.250000,118.010002,79.205574,6005300
2001-05-23,117.800003,118.949997,117.099998,117.400002,78.796120,6402600
2001-05-24,117.500000,119.599998,117.500000,119.599998,80.272736,7726400
2001-05-25,119.519997,119.900002,117.760002,117.800003,79.064598,5629100
2001-05-29,117.349998,117.589996,115.080002,115.269997,77.366524,5818000
2001-05-30,114.000000,114.099998,112.000000,112.650002,75.608047,9598700
2001-05-31,112.650002,113.860001,111.639999,111.800003,75.037537,6724100
2001-06-01,112.500000,113.599998,111.900002,112.889999,75.769119,5138900
2001-06-04,113.250000,114.750000,112.849998,113.639999,76.272484,3812200
2001-06-05,113.639999,117.599998,113.559998,116.970001,78.507530,6154400
2001-06-06,117.599998,119.000000,116.500000,117.500000,78.863243,9624200
2001-06-07,117.000000,118.250000,117.000000,117.250000,78.695465,6423700
2001-06-08,117.500000,117.500000,115.599998,116.099998,77.923584,3099100
2001-06-11,116.300003,118.139999,116.099998,117.360001,78.769264,6542700
2001-06-12,116.750000,117.800003,115.550003,117.250000,78.695465,7301500
2001-06-13,117.250000,118.470001,116.529999,116.540001,78.218895,5703200
2001-06-14,115.599998,116.080002,113.989998,115.750000,77.688690,7502500
2001-06-15,115.099998,115.449997,113.379997,113.599998,76.245644,12470100
2001-06-18,113.980003,115.440002,113.309998,114.269997,76.695328,5182800
2001-06-19,116.260002,117.250000,114.559998,114.839996,77.077904,6152800
2001-06-20,113.500000,114.989998,111.760002,113.089996,75.903358,8828300
2001-06-21,112.150002,114.699997,111.360001,112.599998,75.574440,8155800
2001-06-22,112.599998,114.430000,112.500000,112.870003,75.755684,5607200
2001-06-25,113.750000,114.900002,111.779999,112.650002,75.608047,5675900
2001-06-26,111.250000,114.050003,111.099998,113.040001,75.869797,7081900
2001-06-27,113.099998,114.180000,112.449997,113.519997,76.191940,4814100
2001-06-28,113.800003,116.949997,113.750000,115.099998,77.252419,8181000
2001-06-29,115.599998,116.650002,113.000000,113.500000,76.178551,9477400
2001-07-02,113.500000,115.400002,112.959999,114.349998,76.749016,5913100
2001-07-03,114.099998,114.190002,112.760002,112.980003,75.829536,3325800
2001-07-05,112.599998,113.260002,111.790001,112.099998,75.238876,4419000
2001-07-06,110.900002,110.900002,105.809998,106.500000,71.480293,11704600
2001-07-09,106.500000,106.949997,103.650002,104.720001,70.285622,9312600
2001-07-10,104.730003,105.400002,101.599998,101.959999,68.433151,10266600
2001-07-11,101.599998,104.129997,101.559998,103.849998,69.701698,8895400
2001-07-12,105.900002,107.800003,105.620003,107.250000,71.983673,8766400
2001-07-13,106.150002,109.300003,106.110001,108.529999,72.842773,7841800
2001-07-16,108.529999,109.379997,107.279999,107.820000,72.366241,5330100
2001-07-17,106.099998,108.580002,104.750000,108.529999,72.842773,8662400
2001-07-18,106.099998,107.599998,103.199997,104.279999,69.990280,11670300
2001-07-19,105.599998,106.000000,103.099998,104.000000,69.802322,13644500
2001-07-20,103.400002,105.699997,103.029999,105.699997,70.943329,8991700
2001-07-23,105.699997,106.949997,105.300003,105.849998,71.044006,6315700
2001-07-24,104.849998,106.150002,103.790001,104.510002,70.144653,7299800
2001-07-25,104.500000,105.699997,102.730003,104.889999,70.399696,6247600
2001-07-26,104.750000,106.000000,102.930000,106.000000,71.144691,8428700
2001-07-27,104.750000,105.949997,104.110001,104.699997,70.272179,4346500
2001-07-30,104.900002,106.250000,104.760002,105.849998,71.044006,4030800
2001-07-31,105.900002,107.000000,105.150002,105.209999,70.614479,5603000
2001-08-01,105.349998,108.500000,105.309998,107.059998,71.856148,6036100
2001-08-02,108.500000,109.470001,107.209999,108.800003,73.024002,5675100
2001-08-03,107.800003,110.089996,107.099998,108.180000,72.607895,3704100
2001-08-06,107.250000,107.370003,105.790001,106.510002,71.486992,4176800
2001-08-07,105.800003,107.370003,105.260002,106.250000,71.312515,4029300
2001-08-08,105.000000,106.099998,104.099998,104.190002,70.022171,6398000
2001-08-09,103.699997,104.540001,102.699997,104.080002,69.948219,6763200
2001-08-10,103.849998,104.949997,102.809998,104.949997,70.532898,5254800
2001-08-13,105.000000,106.639999,104.650002,105.860001,71.144470,6024400
2001-08-14,106.500000,106.849998,105.400002,106.199997,71.372986,5730200
2001-08-15,106.349998,106.589996,105.010002,105.010002,70.573227,4712900
2001-08-16,104.199997,106.019997,103.660004,105.750000,71.070534,6215200
2001-08-17,105.489998,105.489998,103.900002,104.589996,70.290955,7006200
2001-08-20,104.680000,105.000000,102.800003,104.099998,69.961662,5612700
2001-08-21,103.849998,104.970001,101.400002,101.889999,68.476379,6515900
2001-08-22,102.500000,104.040001,101.760002,103.959999,69.867607,8029000
2001-08-23,104.000000,104.699997,103.000000,103.000000,69.222389,5474300
2001-08-24,103.949997,107.800003,103.410004,106.989998,71.903915,7711900
2001-08-27,106.989998,108.199997,106.639999,106.860001,71.816566,4540900
2001-08-28,106.900002,107.169998,104.870003,104.949997,70.532898,5808100
2001-08-29,105.750000,105.900002,103.820000,104.129997,69.981827,4840300
2001-08-30,102.750000,103.400002,98.860001,100.360001,67.448158,15015500
2001-08-31,101.000000,101.360001,99.239998,99.949997,67.172615,8126600
2001-09-04,100.150002,103.129997,99.290001,101.489998,68.207542,9891800
2001-09-05,101.500000,102.830002,99.610001,100.349998,67.441406,11880700
2001-09-06,100.680000,100.680000,97.650002,98.000000,65.862068,9043100
2001-09-07,97.900002,98.150002,96.000000,96.589996,64.914467,10507000
2001-09-10,96.000000,97.400002,95.589996,96.470001,64.833832,10311500
2001-09-17,93.900002,95.860001,92.550003,93.339996,62.730305,15132800
2001-09-18,94.000000,96.750000,93.680000,96.400002,64.786797,12305000
2001-09-19,96.400002,96.849998,92.449997,96.000000,64.517975,14883500
2001-09-20,94.099998,95.750000,92.849998,93.400002,62.770573,15182900
2001-09-21,90.599998,93.500000,89.500000,90.500000,60.821613,18364700
2001-09-24,91.800003,95.540001,91.800003,94.800003,63.711498,11201800
2001-09-25,94.099998,96.000000,93.410004,94.449997,63.476273,12575100
2001-09-26,94.449997,94.449997,90.300003,91.300003,61.359257,13783100
2001-09-27,91.300003,91.500000,87.489998,90.000000,60.485569,13172300
2001-09-28,90.199997,92.709999,89.900002,91.720001,61.641533,11077200
2001-10-01,91.720001,93.480003,91.339996,92.709999,62.306881,8676200
2001-10-02,92.300003,93.900002,92.099998,93.769997,63.019264,7221200
2001-10-03,92.900002,97.620003,92.400002,96.949997,65.156425,11117000
2001-10-04,97.150002,98.879997,96.800003,97.309998,65.398338,9785100
2001-10-05,96.650002,98.449997,95.370003,98.019997,65.875519,9708200
2001-10-08,98.029999,99.000000,96.750000,98.500000,66.198082,7093400
2001-10-09,98.500000,98.500000,96.760002,97.139999,65.284096,7525300
2001-10-10,95.000000,97.300003,94.900002,97.250000,65.358009,10636900
2001-10-11,97.699997,99.400002,96.500000,99.400002,66.802956,11501600
2001-10-12,98.699997,101.000000,98.000000,100.839996,67.770752,11501200
2001-10-15,99.849998,102.760002,99.849998,102.000000,68.550308,10204200
2001-10-16,101.870003,103.000000,99.660004,101.849998,68.449509,11946000
2001-10-17,106.300003,106.699997,102.900002,102.900002,69.155182,18920500
2001-10-18,103.050003,103.750000,100.779999,101.260002,68.053001,10694900
2001-10-19,101.650002,102.739998,100.070000,102.650002,68.987167,11771900
2001-10-22,102.650002,105.779999,101.900002,105.250000,70.734550,7623900
2001-10-23,105.750000,106.690002,104.550003,105.809998,71.110916,7429300
2001-10-24,106.500000,108.750000,106.089996,108.570000,72.965782,8293200
2001-10-25,108.050003,110.849998,106.750000,110.660004,74.370377,9683400
2001-10-26,110.000000,112.099998,109.620003,111.160004,74.706413,10142500
2001-10-29,110.500000,110.699997,108.620003,108.620003,72.999359,7072800
2001-10-30,107.800003,109.750000,107.760002,108.650002,73.019547,8625100
2001-10-31,109.599998,111.120003,108.070000,108.070000,72.629730,7177700
2001-11-01,107.250000,110.169998,106.900002,109.889999,73.852852,8024000
2001-11-02,109.150002,110.300003,108.769997,109.500000,73.590797,6216900
2001-11-05,109.949997,110.589996,109.080002,109.970001,73.906631,5708500
2001-11-06,109.599998,114.800003,109.000000,113.610001,76.352936,8509700
2001-11-07,113.050003,115.199997,113.029999,113.849998,76.608681,10129700
2001-11-08,113.959999,115.559998,113.610001,113.809998,76.581741,7991200
2001-11-09,113.099998,114.900002,113.099998,114.080002,76.763428,5045900
2001-11-12,113.000000,114.900002,112.050003,114.860001,77.288300,5608400
2001-11-13,115.699997,117.000000,115.699997,116.699997,78.526413,9216700
2001-11-14,116.699997,116.849998,113.330002,114.349998,76.945084,8091700
2001-11-15,114.099998,116.330002,113.839996,114.750000,77.214264,7013800
2001-11-16,115.000000,115.000000,112.550003,114.500000,77.046051,6661500
2001-11-19,114.699997,115.800003,113.769997,115.000000,77.382484,4931300
2001-11-20,114.349998,116.800003,114.250000,115.440002,77.678558,6452200
2001-11-21,114.949997,115.250000,113.050003,114.339996,76.938393,4184700
2001-11-23,114.290001,115.370003,113.720001,115.349998,77.617996,1714000
2001-11-26,115.900002,116.400002,115.199997,116.330002,78.277420,4854300
2001-11-27,116.250000,116.300003,114.070000,114.199997,76.844170,6894100
2001-11-28,114.099998,114.379997,112.099998,112.150002,75.464745,6161200
2001-11-29,112.900002,114.550003,111.809998,114.430000,76.998978,6128700
2001-11-30,114.430000,115.940002,113.800003,115.589996,77.779503,5597800
2001-12-03,114.800003,114.849998,113.209999,114.129997,76.797089,5785800
2001-12-04,114.300003,116.720001,113.379997,116.639999,78.486023,6585900
2001-12-05,116.849998,121.980003,116.650002,121.400002,81.688988,14646200
2001-12-06,120.500000,121.699997,119.800003,120.139999,80.841164,11225700
2001-12-07,119.500000,121.000000,118.750000,120.400002,81.016090,6889200
2001-12-10,120.000000,121.000000,119.410004,119.660004,80.518150,5570900
2001-12-11,120.400002,122.739998,119.800003,121.500000,81.756264,7793200
2001-12-12,121.120003,123.209999,120.059998,123.199997,82.900208,7977900
2001-12-13,121.550003,122.300003,120.120003,120.250000,80.915161,8061000
2001-12-14,120.800003,121.480003,119.410004,121.099998,81.487129,7036000
2001-12-17,120.150002,122.139999,120.150002,121.339996,81.648613,6205100
2001-12-18,121.510002,122.970001,121.349998,122.199997,82.227325,5596200
2001-12-19,121.900002,124.699997,121.010002,123.889999,83.364502,8053900
2001-12-20,123.889999,124.000000,122.150002,122.699997,82.563759,6344800
2001-12-21,122.699997,123.500000,121.709999,122.000000,82.092735,8659100
2001-12-24,122.050003,122.480003,121.099998,121.449997,81.722626,1654400
2001-12-26,122.000000,123.699997,121.809998,122.400002,82.361900,3755700
2001-12-27,122.750000,123.930000,122.639999,123.500000,83.102058,3826200
2001-12-28,123.500000,123.879997,122.349998,122.900002,82.698364,4213900
2001-12-31,122.750000,123.239998,120.949997,120.959999,81.392929,3512700
2002-01-02,120.599998,121.500000,119.800003,121.500000,81.756264,6862800
2002-01-03,121.500000,124.220001,120.250000,123.660004,83.209709,8621700
2002-01-04,124.050003,125.599998,123.980003,125.599998,84.515129,8405200
2002-01-07,125.000000,126.190002,123.699997,124.050003,83.472183,5939600
2002-01-08,124.250000,125.199997,123.730003,124.699997,83.909500,5311800
2002-01-09,124.699997,126.389999,124.150002,124.489998,83.768242,6839900
2002-01-10,123.750000,124.000000,121.419998,122.139999,82.186905,8926300
2002-01-11,121.500000,122.180000,120.279999,120.309998,80.955536,4797800
2002-01-14,120.000000,120.089996,117.099998,118.050003,79.434807,10026700
2002-01-15,118.050003,119.699997,117.720001,118.849998,79.973129,5647900
2002-01-16,118.000000,118.750000,117.250000,117.400002,78.997444,5366300
2002-01-17,119.849998,120.550003,117.260002,119.900002,80.679642,11153700
2002-01-18,114.250000,114.900002,112.809998,114.250000,76.877831,18440200
2002-01-22,114.250000,114.260002,110.330002,110.500000,74.354477,10130400
2002-01-23,110.800003,111.250000,107.000000,107.900002,72.604988,12556700
2002-01-24,108.800003,109.730003,107.070000,108.720001,73.156715,8581500
2002-01-25,108.500000,110.690002,108.099998,109.279999,73.533562,6761800
2002-01-28,109.500000,110.209999,107.059998,108.150002,72.773178,7092900
2002-01-29,108.150002,108.559998,102.410004,103.000000,69.307808,14509400
2002-01-30,104.250000,105.750000,101.000000,105.550003,71.023651,17713300
2002-01-31,106.400002,107.980003,104.459999,107.889999,72.598244,9877000
2002-02-01,107.639999,109.300003,106.639999,108.000000,72.672241,6799500
2002-02-04,108.000000,108.000000,105.989998,106.800003,71.864784,6601900
2002-02-05,106.250000,108.500000,106.000000,106.300003,71.528320,6737700
2002-02-06,106.699997,107.820000,105.330002,106.629997,71.845039,6669800
2002-02-07,106.639999,107.000000,103.860001,103.910004,70.012299,7253800
2002-02-08,103.000000,105.720001,102.610001,104.989998,70.740021,8339400
2002-02-11,105.000000,107.690002,104.510002,107.379997,72.350342,6271900
2002-02-12,106.750000,107.889999,106.059998,106.570000,71.804573,4559800
2002-02-13,106.699997,108.480003,106.120003,108.070000,72.815254,5086900
2002-02-14,109.000000,109.150002,107.199997,107.889999,72.693985,5816300
2002-02-15,104.800003,104.800003,101.699997,102.889999,69.325096,18204600
2002-02-19,101.500000,101.800003,98.860001,101.300003,68.253777,13395900
2002-02-20,99.540001,100.000000,97.000000,99.309998,66.912964,14525200
2002-02-21,98.750000,99.699997,96.010002,96.379997,64.938782,10131700
2002-02-22,96.379997,99.199997,95.760002,98.449997,66.333496,10471600
2002-02-25,98.449997,99.250000,97.120003,98.300003,66.232422,9902800
2002-02-26,99.000000,99.190002,95.989998,97.150002,65.457611,11634500
2002-02-27,98.099998,100.309998,96.699997,97.830002,65.915794,11978700
2002-02-28,98.489998,99.599998,97.820000,98.120003,66.111168,7939000
2002-03-01,98.599998,103.099998,98.500000,103.019997,69.412689,10492900
2002-03-04,103.349998,106.529999,103.129997,105.900002,71.353188,10767700
2002-03-05,104.250000,106.500000,104.160004,105.669998,71.198189,7562100
2002-03-06,105.150002,107.089996,104.750000,106.300003,71.622650,7687400
2002-03-07,107.300003,107.500000,103.239998,103.709999,69.877571,10971900
2002-03-08,104.820000,107.339996,104.820000,105.089996,70.807388,10726400
2002-03-11,104.349998,105.970001,103.599998,105.239998,70.908417,8639100
2002-03-12,105.519997,108.849998,105.510002,108.500000,73.104973,11059300
2002-03-13,108.300003,108.650002,106.699997,107.180000,72.215591,6409200
2002-03-14,107.019997,107.949997,106.589996,106.599998,71.824799,5335500
2002-03-15,106.550003,107.449997,105.589996,106.790001,71.952835,10864100
2002-03-18,107.099998,108.639999,106.230003,106.349998,71.656380,5301200
2002-03-19,106.849998,108.050003,106.489998,107.489998,72.424446,4614800
2002-03-20,106.900002,106.900002,105.489998,105.500000,71.083664,4844100
2002-03-21,105.699997,106.779999,104.699997,106.779999,71.946053,5113100
2002-03-22,106.500000,106.699997,105.070000,105.599998,71.150993,5507900
